,State,Year,Quarter,District,Count,Amount
6374,Jharkhand,2020,3,dhanbad district,2897219,4328813599.670497
6375,Jharkhand,2020,3,godda district,419522,946721454.8104622
6376,Jharkhand,2020,3,deoghar district,696852,1245632763.5577192
6377,Jharkhand,2020,3,palamu district,1186565,3029928179.9686275
6378,Jharkhand,2020,3,latehar district,354462,979875803.5760496
6379,Jharkhand,2020,3,west singhbhum district,471912,884348327.5039041
6380,Jharkhand,2020,3,pakur district,177650,376632378.6947435
6381,Jharkhand,2020,3,lohardaga district,195656,425384823.0010126
6382,Jharkhand,2020,3,sahebganj district,298379,828597626.3482716
6383,Jharkhand,2020,3,giridih district,1577805,3133920203.0911756
6384,Jharkhand,2020,3,bokaro district,2914909,3873518361.5365276
6385,Jharkhand,2020,4,ramgarh district,1794655,3007749575.42791
6386,Jharkhand,2020,4,ranchi district,8317124,15659917253.677042
6387,Jharkhand,2020,4,east singhbhum district,4179679,6186133250.919455
6388,Jharkhand,2020,4,jamtara district,219668,411533853.2107391
6389,Jharkhand,2020,4,dumka district,477931,945885729.6587029
6390,Jharkhand,2020,4,koderma district,1009906,2084555455.864562
6391,Jharkhand,2020,4,hazaribagh district,3130010,6000420755.634438
6392,Jharkhand,2020,4,simdega district,159242,394670989.1547481
6393,Jharkhand,2020,4,garhwa district,1066915,3132518917.570641
6394,Jharkhand,2020,4,saraikela kharsawan district,1193402,1733160460.894959
6395,Jharkhand,2020,4,gumla district,304672,683638237.6119499
6396,Jharkhand,2020,4,chatra district,803578,1902306145.1554122
6397,Jharkhand,2020,4,khunti district,308867,747006598.3386451
6398,Jharkhand,2020,4,dhanbad district,4393208,6659934484.806874
6399,Jharkhand,2020,4,godda district,565640,1281356655.8426871
6400,Jharkhand,2020,4,deoghar district,997893,1729898241.8346453
6401,Jharkhand,2020,4,palamu district,1861344,4863829078.659186
6402,Jharkhand,2020,4,latehar district,528656,1484525842.3836887
6403,Jharkhand,2020,4,west singhbhum district,681181,1292020190.6032867
6404,Jharkhand,2020,4,pakur district,250419,572066553.6930829
6405,Jharkhand,2020,4,lohardaga district,270837,604770618.0510373
6406,Jharkhand,2020,4,sahebganj district,480796,1235490291.6690285
6407,Jharkhand,2020,4,giridih district,2130742,4345307139.123083
6408,Jharkhand,2020,4,bokaro district,4305268,5846478510.257725
6409,Jharkhand,2021,1,ramgarh district,1838015,3113016266.674764
6410,Jharkhand,2021,1,ranchi district,11611641,20516524899.03152
6411,Jharkhand,2021,1,east singhbhum district,4431654,6647300274.483877
6412,Jharkhand,2021,1,jamtara district,208526,456838927.1135131
6413,Jharkhand,2021,1,dumka district,485116,1054597944.1023581
6414,Jharkhand,2021,1,koderma district,1058803,2379867579.0265236
6415,Jharkhand,2021,1,hazaribagh district,3539762,6866253812.618536
6416,Jharkhand,2021,1,simdega district,163159,443425869.7908051
6417,Jharkhand,2021,1,garhwa district,1096691,3661839156.3892975
6418,Jharkhand,2021,1,saraikela kharsawan district,1224133,1846065133.2774882
6419,Jharkhand,2021,1,gumla district,300767,700017298.5308061
6420,Jharkhand,2021,1,chatra district,839701,2171985101.448553
6421,Jharkhand,2021,1,khunti district,464048,1047603370.1557792
6422,Jharkhand,2021,1,dhanbad district,4584110,6811987883.293642
6423,Jharkhand,2021,1,godda district,584620,1457345939.5015016
6424,Jharkhand,2021,1,deoghar district,1017919,1876182730.6236756
6425,Jharkhand,2021,1,palamu district,2014288,5697480883.817553
6426,Jharkhand,2021,1,latehar district,546679,1732342142.5834413
6427,Jharkhand,2021,1,west singhbhum district,670523,1322374324.8912904
6428,Jharkhand,2021,1,pakur district,263883,682145434.961675
6429,Jharkhand,2021,1,lohardaga district,259945,625119351.870021
6430,Jharkhand,2021,1,sahebganj district,517329,1456515063.8178966
6431,Jharkhand,2021,1,giridih district,2479885,5277166388.790894
6432,Jharkhand,2021,1,bokaro district,4420466,5905357346.344383
6433,Jharkhand,2021,2,ramgarh district,2288585,3877533810.611661
6434,Jharkhand,2021,2,ranchi district,12803752,24097148083.85807
6435,Jharkhand,2021,2,east singhbhum district,4844508,7485477213.88922
6436,Jharkhand,2021,2,jamtara district,268046,576323502.2984698
6437,Jharkhand,2021,2,dumka district,579153,1248082915.3199866
6438,Jharkhand,2021,2,koderma district,1572074,3471429723.7763453
6439,Jharkhand,2021,2,hazaribagh district,4311550,8773101232.77659
6440,Jharkhand,2021,2,simdega district,204689,556206846.121381
6441,Jharkhand,2021,2,garhwa district,1508109,4795351244.711267
6442,Jharkhand,2021,2,saraikela kharsawan district,1440421,2222711733.4601
6443,Jharkhand,2021,2,gumla district,389400,873032795.9258515
6444,Jharkhand,2021,2,chatra district,1183845,3030531855.554953
6445,Jharkhand,2021,2,khunti district,623106,1375114068.8753088
6446,Jharkhand,2021,2,dhanbad district,5334482,8209158081.62978
6447,Jharkhand,2021,2,godda district,788804,1898253133.9049225
6448,Jharkhand,2021,2,deoghar district,1262537,2376011132.9046144
6449,Jharkhand,2021,2,palamu district,2758556,7542921519.250463
6450,Jharkhand,2021,2,latehar district,706554,2053012067.274984
6451,Jharkhand,2021,2,west singhbhum district,794591,1521313659.4784636
6452,Jharkhand,2021,2,pakur district,337610,833572858.5864425
6453,Jharkhand,2021,2,lohardaga district,339384,800493627.1009691
6454,Jharkhand,2021,2,sahebganj district,703625,1910517620.5575867
6455,Jharkhand,2021,2,giridih district,3689998,7492833865.491149
6456,Jharkhand,2021,2,bokaro district,5268766,7412510718.099218
6457,Jharkhand,2021,3,ramgarh district,2997440,4729136754.335512
6458,Jharkhand,2021,3,ranchi district,18164412,29840666997.95928
6459,Jharkhand,2021,3,east singhbhum district,6664581,9865148330.327866
6460,Jharkhand,2021,3,jamtara district,309392,648846970.5691583
6461,Jharkhand,2021,3,dumka district,738218,1457487337.7677379
6462,Jharkhand,2021,3,koderma district,1915108,3791284439.1618476
6463,Jharkhand,2021,3,hazaribagh district,5890582,10260697900.091328
6464,Jharkhand,2021,3,simdega district,250147,660899558.6634479
6465,Jharkhand,2021,3,garhwa district,1683530,4548792921.936173
6466,Jharkhand,2021,3,saraikela kharsawan district,1902736,2794551681.2667665
6467,Jharkhand,2021,3,gumla district,476983,1094145300.9796107
6468,Jharkhand,2021,3,chatra district,1402714,3145217133.680824
6469,Jharkhand,2021,3,khunti district,788933,1555491870.4693995
6470,Jharkhand,2021,3,dhanbad district,7087770,10358661169.007961
6471,Jharkhand,2021,3,godda district,942468,2073832346.8346558
6472,Jharkhand,2021,3,deoghar district,1605675,2727738277.4550085
6473,Jharkhand,2021,3,palamu district,3314946,7464641801.918359
6474,Jharkhand,2021,3,latehar district,854352,2134940878.023822
6475,Jharkhand,2021,3,west singhbhum district,1029963,1879543305.8712544
6476,Jharkhand,2021,3,pakur district,429912,996153827.0320704
6477,Jharkhand,2021,3,lohardaga district,433222,973484842.9819839
6478,Jharkhand,2021,3,sahebganj district,902632,2163112863.5354643
6479,Jharkhand,2021,3,giridih district,4225858,7817410903.974937
6480,Jharkhand,2021,3,bokaro district,6784128,8909127705.00824
6481,Jharkhand,2021,4,ramgarh district,3983583,6432497429.630726
6482,Jharkhand,2021,4,ranchi district,24545152,39912526848.089005
6483,Jharkhand,2021,4,east singhbhum district,8580079,12866334499.288763
6484,Jharkhand,2021,4,jamtara district,420110,899430757.6446146
6485,Jharkhand,2021,4,dumka district,1007415,1995978391.5600896
6486,Jharkhand,2021,4,koderma district,2621669,5203974984.686633
6487,Jharkhand,2021,4,hazaribagh district,7977180,13886616619.230751
6488,Jharkhand,2021,4,simdega district,337680,938425675.838901
6489,Jharkhand,2021,4,garhwa district,2450056,6434562133.24218
6490,Jharkhand,2021,4,saraikela kharsawan district,2464688,3572566246.9868546
6491,Jharkhand,2021,4,gumla district,636433,1527038244.986805
6492,Jharkhand,2021,4,chatra district,1941040,4513039854.003838
6493,Jharkhand,2021,4,khunti district,1041603,2066589985.050446
6494,Jharkhand,2021,4,dhanbad district,9479444,14274464381.899334
6495,Jharkhand,2021,4,godda district,1280918,2759418369.0632443
6496,Jharkhand,2021,4,deoghar district,2254328,3870686738.9693007
6497,Jharkhand,2021,4,palamu district,4766385,10484190181.850275
6498,Jharkhand,2021,4,latehar district,1244068,3090427190.28729
6499,Jharkhand,2021,4,west singhbhum district,1326606,2426160587.4312463
6500,Jharkhand,2021,4,pakur district,569777,1387823403.0125422
6501,Jharkhand,2021,4,lohardaga district,573613,1354289419.7989063
6502,Jharkhand,2021,4,sahebganj district,1245223,2906816927.8439384
6503,Jharkhand,2021,4,giridih district,5962192,11092190597.045721
6504,Jharkhand,2021,4,bokaro district,9299800,12121069536.264236
6505,Jharkhand,2022,1,ramgarh district,4563913,7357524201.067263
6506,Jharkhand,2022,1,ranchi district,28253540,46123330242.43965
6507,Jharkhand,2022,1,east singhbhum district,9576498,14369232011.490185
6508,Jharkhand,2022,1,jamtara district,509710,1146919042.9367557
6509,Jharkhand,2022,1,dumka district,1217056,2515250142.3814683
6510,Jharkhand,2022,1,koderma district,3110218,6307772153.647697
6511,Jharkhand,2022,1,hazaribagh district,9038043,16229125858.21476
6512,Jharkhand,2022,1,simdega district,404144,1158227728.2014425
6513,Jharkhand,2022,1,garhwa district,3083712,8114726164.818387
6514,Jharkhand,2022,1,saraikela kharsawan district,2898782,4186515207.9306135
6515,Jharkhand,2022,1,gumla district,754224,1879874426.2507083
6516,Jharkhand,2022,1,chatra district,2374388,5533043421.845955
6517,Jharkhand,2022,1,khunti district,1216509,2485225606.253108
6518,Jharkhand,2022,1,dhanbad district,10895145,16014299345.818779
6519,Jharkhand,2022,1,godda district,1566829,3345307617.917452
6520,Jharkhand,2022,1,deoghar district,2703664,4605824380.020501
6521,Jharkhand,2022,1,palamu district,5805932,13079772637.081738
6522,Jharkhand,2022,1,latehar district,1472028,3766466584.8529816
6523,Jharkhand,2022,1,west singhbhum district,1552052,2898889391.9400935
6524,Jharkhand,2022,1,pakur district,707821,1905982392.0394137
6525,Jharkhand,2022,1,lohardaga district,689219,1639015955.027969
6526,Jharkhand,2022,1,sahebganj district,1485645,3691126213.517649
6527,Jharkhand,2022,1,giridih district,7126103,13042929318.085455
6528,Jharkhand,2022,1,bokaro district,9906035,13303827043.387667
6529,Jharkhand,2022,2,ramgarh district,5430685,8627263910.657629
6530,Jharkhand,2022,2,ranchi district,33436768,52558538612.80676
6531,Jharkhand,2022,2,east singhbhum district,10983841,16073962066.52158
6532,Jharkhand,2022,2,jamtara district,619795,1258716824.4797027
6533,Jharkhand,2022,2,dumka district,1462611,2887204901.1222754
6534,Jharkhand,2022,2,koderma district,3886718,7755155139.208385
6535,Jharkhand,2022,2,hazaribagh district,11022611,19190223094.567883
6536,Jharkhand,2022,2,simdega district,476399,1301745859.7078989
6537,Jharkhand,2022,2,garhwa district,3818360,9098354638.470043
6538,Jharkhand,2022,2,saraikela kharsawan district,3466392,4759690389.251504
6539,Jharkhand,2022,2,gumla district,894409,2129816836.3231485
6540,Jharkhand,2022,2,chatra district,2879443,6243395011.904849
6541,Jharkhand,2022,2,khunti district,1517634,3011232151.6080604
6542,Jharkhand,2022,2,dhanbad district,12714016,18944522591.96142
6543,Jharkhand,2022,2,godda district,1939947,3891623258.9863048
6544,Jharkhand,2022,2,deoghar district,3358367,5576372696.354474
6545,Jharkhand,2022,2,palamu district,7012344,14888012258.109343
6546,Jharkhand,2022,2,latehar district,1795281,3972328234.621932
6547,Jharkhand,2022,2,west singhbhum district,1845089,3224899769.178769
6548,Jharkhand,2022,2,pakur district,842074,2166514537.3977833
6549,Jharkhand,2022,2,lohardaga district,801026,1806961503.0803266
6550,Jharkhand,2022,2,sahebganj district,1792974,4274424134.7660823
6551,Jharkhand,2022,2,giridih district,9232036,16356999528.590523
6552,Jharkhand,2022,2,bokaro district,11696455,15638269878.460331
6553,Jharkhand,2022,3,ramgarh district,5408270,7941969760.320181
6554,Jharkhand,2022,3,ranchi district,39158673,58067147243.96931
6555,Jharkhand,2022,3,east singhbhum district,19160036,27908242815.704754
6556,Jharkhand,2022,3,jamtara district,676421,1260620645.935399
6557,Jharkhand,2022,3,dumka district,1656873,2922736710.4129534
6558,Jharkhand,2022,3,koderma district,3729215,6719612545.072683
6559,Jharkhand,2022,3,hazaribagh district,11491587,17774103981.03254
6560,Jharkhand,2022,3,simdega district,480280,1181675630.8471434
6561,Jharkhand,2022,3,garhwa district,3534059,7408995093.104103
6562,Jharkhand,2022,3,saraikela kharsawan district,3494650,4549539388.877192
6563,Jharkhand,2022,3,gumla district,889566,1891320940.1551285
6564,Jharkhand,2022,3,chatra district,2869004,5579743807.929993
6565,Jharkhand,2022,3,khunti district,664562,1358819088.0725036
6566,Jharkhand,2022,3,dhanbad district,14284651,20625687079.700974
6567,Jharkhand,2022,3,godda district,2090055,3774386753.0280037
6568,Jharkhand,2022,3,deoghar district,4037018,6301182422.022277
6569,Jharkhand,2022,3,palamu district,6770650,12637980151.71046
6570,Jharkhand,2022,3,latehar district,1882171,3651232343.971246
6571,Jharkhand,2022,3,west singhbhum district,1924846,3064413681.831046
6572,Jharkhand,2022,3,pakur district,932909,2120076141.536376
6573,Jharkhand,2022,3,lohardaga district,998534,1956180288.182396
6574,Jharkhand,2022,3,sahebganj district,1978228,4069365294.255315
6575,Jharkhand,2022,3,giridih district,7398254,11920111086.952282
6576,Jharkhand,2022,3,bokaro district,11304820,14727741169.334763
6577,Jharkhand,2022,4,ramgarh district,6829219,10303594244.585339
6578,Jharkhand,2022,4,ranchi district,41821467,63819119475.171
6579,Jharkhand,2022,4,east singhbhum district,24875930,36996606734.88582
6580,Jharkhand,2022,4,jamtara district,788453,1452980042.7320683
6581,Jharkhand,2022,4,dumka district,1803301,3293615886.0002213
6582,Jharkhand,2022,4,koderma district,4355218,7861436768.904085
6583,Jharkhand,2022,4,hazaribagh district,13124400,20746013914.46022
6584,Jharkhand,2022,4,simdega district,581669,1441320978.7525017
6585,Jharkhand,2022,4,garhwa district,4570205,8930245496.96877
6586,Jharkhand,2022,4,saraikela kharsawan district,3981420,5149925217.078531
6587,Jharkhand,2022,4,gumla district,1097729,2389426171.4415545
6588,Jharkhand,2022,4,chatra district,4086659,7692113539.161083
6589,Jharkhand,2022,4,khunti district,663055,1389615318.5767865
6590,Jharkhand,2022,4,dhanbad district,18383284,27724792259.010098
6591,Jharkhand,2022,4,godda district,2949010,5171409110.291876
6592,Jharkhand,2022,4,deoghar district,4399812,6832642718.442625
6593,Jharkhand,2022,4,palamu district,8295151,15143138186.199799
6594,Jharkhand,2022,4,latehar district,2253112,4319127421.563878
6595,Jharkhand,2022,4,west singhbhum district,2362475,3768591306.008004
6596,Jharkhand,2022,4,pakur district,1175359,2648838438.839152
6597,Jharkhand,2022,4,lohardaga district,1095064,2159930311.3398304
6598,Jharkhand,2022,4,sahebganj district,2474476,4932348254.143383
6599,Jharkhand,2022,4,giridih district,8482602,13630978502.274261
6600,Jharkhand,2022,4,bokaro district,14851022,20173927151.750206
6601,Jharkhand,2023,1,ramgarh district,10688070,15324220562.0
6602,Jharkhand,2023,1,ranchi district,45763754,61307442040.0
6603,Jharkhand,2023,1,east singhbhum district,20695978,27275071566.0
6604,Jharkhand,2023,1,jamtara district,1481517,2635180765.0
6605,Jharkhand,2023,1,dumka district,3372232,5906944175.0
6606,Jharkhand,2023,1,koderma district,7645154,13917251391.0
6607,Jharkhand,2023,1,hazaribagh district,21228363,33995623801.0
6608,Jharkhand,2023,1,simdega district,1036519,2450550375.0
6609,Jharkhand,2023,1,garhwa district,8515861,16499335691.0
6610,Jharkhand,2023,1,saraikela kharsawan district,6970257,8827383450.0
6611,Jharkhand,2023,1,gumla district,2029725,4104891588.0
6612,Jharkhand,2023,1,chatra district,6232470,12017808736.0
6613,Jharkhand,2023,1,khunti district,1168717,2377175763.0
6614,Jharkhand,2023,1,dhanbad district,24716624,34527716262.0
6615,Jharkhand,2023,1,godda district,4482399,7555569726.0
6616,Jharkhand,2023,1,deoghar district,7539800,11237573934.0
6617,Jharkhand,2023,1,palamu district,14108801,25744336745.0
6618,Jharkhand,2023,1,latehar district,4198964,7646682896.0
6619,Jharkhand,2023,1,west singhbhum district,3753368,5818704742.0
6620,Jharkhand,2023,1,pakur district,2070848,4746109417.0
6621,Jharkhand,2023,1,lohardaga district,2031412,3759027316.0
6622,Jharkhand,2023,1,sahebganj district,4110076,8107176317.0
6623,Jharkhand,2023,1,giridih district,15163904,24387875902.0
6624,Jharkhand,2023,1,bokaro district,21453290,27201682861.0
6625,Jharkhand,2023,2,ramgarh district,12806601,17474298562.0
6626,Jharkhand,2023,2,ranchi district,55131854,71798538513.0
6627,Jharkhand,2023,2,east singhbhum district,23821061,30294655974.0
6628,Jharkhand,2023,2,jamtara district,1855906,2957871110.0
6629,Jharkhand,2023,2,dumka district,4073834,6740644342.0
6630,Jharkhand,2023,2,koderma district,9342877,16208234341.0
6631,Jharkhand,2023,2,hazaribagh district,25466457,38465409550.0
6632,Jharkhand,2023,2,simdega district,1266262,2811797948.0
6633,Jharkhand,2023,2,garhwa district,10814050,19635730833.0
