,State,Year,Quater,District,Transaction_Count,Transaction_Amount
6538,Tripura,2020,4,west tripura,692509,1319546164.1650114
6539,Tripura,2020,4,south tripura,182583,347232002.628355
6540,Tripura,2020,4,sepahijala,165182,336834539.2035086
6541,Tripura,2020,4,north tripura,164023,307732518.799576
6542,Tripura,2020,4,gomati,149404,291692706.480306
6543,Tripura,2020,4,dhalai,137188,266253033.05323905
6544,Tripura,2020,4,khowai,83899,156613600.32324535
6545,Tripura,2020,4,unakoti,77102,156226431.5680711
6546,Tripura,2021,1,west tripura,692376,1402040320.719656
6547,Tripura,2021,1,south tripura,150265,357643996.07881093
6548,Tripura,2021,1,north tripura,143060,318074681.762841
6549,Tripura,2021,1,sepahijala,141426,365525453.40613097
6550,Tripura,2021,1,gomati,127271,295815100.00755715
6551,Tripura,2021,1,dhalai,116945,274079611.2937597
6552,Tripura,2021,1,khowai,71155,160906168.90000182
6553,Tripura,2021,1,unakoti,68925,161256237.6246628
6554,Tripura,2021,2,west tripura,772723,1463071251.4870775
6555,Tripura,2021,2,north tripura,176067,351155989.2912202
6556,Tripura,2021,2,south tripura,171713,365935947.9664031
6557,Tripura,2021,2,sepahijala,166437,361358159.019094
6558,Tripura,2021,2,gomati,148554,309610328.7995062
6559,Tripura,2021,2,dhalai,138998,278586073.4183272
6560,Tripura,2021,2,unakoti,88092,174170768.10130727
6561,Tripura,2021,2,khowai,81845,164265842.95334023
6562,Tripura,2021,3,west tripura,960039,1895464982.7091532
6563,Tripura,2021,3,north tripura,210698,454116633.3192606
6564,Tripura,2021,3,sepahijala,195392,447581559.15148854
6565,Tripura,2021,3,south tripura,186827,414556972.48470575
6566,Tripura,2021,3,dhalai,167446,368906160.1985531
6567,Tripura,2021,3,gomati,166441,372982272.5022316
6568,Tripura,2021,3,unakoti,105296,228625158.42425582
6569,Tripura,2021,3,khowai,89061,181900029.39183187
6570,Tripura,2021,4,west tripura,1174499,2328859193.6465282
6571,Tripura,2021,4,north tripura,255959,590088928.320925
6572,Tripura,2021,4,sepahijala,233920,570421104.1824098
6573,Tripura,2021,4,south tripura,219422,560735150.0701383
6574,Tripura,2021,4,gomati,200196,454492828.75278926
6575,Tripura,2021,4,dhalai,194907,448039146.77420795
6576,Tripura,2021,4,unakoti,130201,289484907.90426636
6577,Tripura,2021,4,khowai,111589,254808204.6481812
6578,Tripura,2022,1,west tripura,1340631,2620170134.665219
6579,Tripura,2022,1,north tripura,310764,699778044.1822658
6580,Tripura,2022,1,sepahijala,257586,636388326.2869308
6581,Tripura,2022,1,south tripura,242720,632737978.788888
6582,Tripura,2022,1,gomati,230019,517368490.15875137
6583,Tripura,2022,1,dhalai,216216,501758621.1580514
6584,Tripura,2022,1,unakoti,148265,349475550.53661186
6585,Tripura,2022,1,khowai,124989,289652618.573128
6586,Tripura,2022,2,west tripura,1654938,2957075284.517076
6587,Tripura,2022,2,north tripura,347933,745615506.6452613
6588,Tripura,2022,2,sepahijala,301211,703075146.3196069
6589,Tripura,2022,2,south tripura,270412,649809730.8825212
6590,Tripura,2022,2,gomati,269581,581885804.1766024
6591,Tripura,2022,2,dhalai,258585,545900041.1491122
6592,Tripura,2022,2,unakoti,168534,380245834.4251685
6593,Tripura,2022,2,khowai,147470,314663693.9199481
6594,Tripura,2022,3,west tripura,2286054,4317123305.576752
6595,Tripura,2022,3,north tripura,400198,829909312.3103282
6596,Tripura,2022,3,sepahijala,358452,818757042.9688609
6597,Tripura,2022,3,gomati,294377,612183432.8798862
6598,Tripura,2022,3,dhalai,287101,618208457.2771137
6599,Tripura,2022,3,south tripura,286379,682522212.5858632
6600,Tripura,2022,3,unakoti,179593,406385690.1014518
6601,Tripura,2022,3,khowai,164425,363263351.21088356
6602,Tripura,2022,4,west tripura,3006900,5757593406.558214
6603,Tripura,2022,4,north tripura,460914,940748505.5593312
6604,Tripura,2022,4,sepahijala,352709,784953776.7829857
6605,Tripura,2022,4,south tripura,318517,743429832.5489743
6606,Tripura,2022,4,gomati,303790,606245959.1360531
6607,Tripura,2022,4,unakoti,292384,653255260.7593155
6608,Tripura,2022,4,dhalai,289984,592125895.8754389
6609,Tripura,2022,4,khowai,172992,374619180.93378747
6610,Tripura,2023,1,west tripura,3134574,5127042638.0
6611,Tripura,2023,1,north tripura,871256,1687332816.0
6612,Tripura,2023,1,sepahijala,638722,1338075480.0
6613,Tripura,2023,1,south tripura,608810,1375920795.0
6614,Tripura,2023,1,gomati,562299,1128168622.0
6615,Tripura,2023,1,dhalai,562193,1126256596.0
6616,Tripura,2023,1,unakoti,402005,792057910.0
6617,Tripura,2023,1,khowai,338828,713428034.0
6618,Tripura,2023,2,west tripura,3504788,5599757469.0
6619,Tripura,2023,2,north tripura,999059,1775463127.0
6620,Tripura,2023,2,sepahijala,701484,1434920521.0
6621,Tripura,2023,2,south tripura,670283,1363923736.0
6622,Tripura,2023,2,gomati,620180,1121816314.0
6623,Tripura,2023,2,dhalai,619543,1115111944.0
6624,Tripura,2023,2,unakoti,461521,831227345.0
6625,Tripura,2023,2,khowai,352685,676909626.0
6626,Tripura,2023,3,west tripura,4139314,6159518389.0
6627,Tripura,2023,3,north tripura,1152369,2000473161.0
6628,Tripura,2023,3,sepahijala,785302,1544915373.0
6629,Tripura,2023,3,south tripura,733436,1411825655.0
6630,Tripura,2023,3,dhalai,710839,1252927674.0
6631,Tripura,2023,3,gomati,679723,1217033650.0
6632,Tripura,2023,3,unakoti,520535,920858022.0
6633,Tripura,2023,3,khowai,387244,741671406.0
6634,Tripura,2023,4,west tripura,4523251,6769130434.0
6635,Tripura,2023,4,north tripura,1337292,2282730510.0
6636,Tripura,2023,4,south tripura,851971,1599545837.0
6637,Tripura,2023,4,sepahijala,849428,1725949129.0
6638,Tripura,2023,4,dhalai,788225,1346449561.0
6639,Tripura,2023,4,gomati,763260,1320512014.0
6640,Tripura,2023,4,unakoti,586144,970872239.0
6641,Tripura,2023,4,khowai,441339,804707070.0
6642,Tripura,2024,1,west tripura,4810816,6905731518.0
6643,Tripura,2024,1,north tripura,1501227,2525020903.0
6644,Tripura,2024,1,south tripura,971876,1813638983.0
6645,Tripura,2024,1,sepahijala,923724,1802373844.0
6646,Tripura,2024,1,dhalai,863498,1437233660.0
6647,Tripura,2024,1,gomati,823583,1406810961.0
6648,Tripura,2024,1,unakoti,650681,1005266570.0
6649,Tripura,2024,1,khowai,497234,856112935.0
6650,Uttar Pradesh,2018,1,gautam buddha nagar,1387567,2065704006.9242067
6651,Uttar Pradesh,2018,1,lucknow,949749,1271848634.4136443
6652,Uttar Pradesh,2018,1,ghaziabad,751503,1146504201.1625624
6653,Uttar Pradesh,2018,1,prayagraj,628453,652988000.3586867
6654,Uttar Pradesh,2018,1,varanasi,573338,534929627.35858226
6655,Uttar Pradesh,2018,1,kanpur nagar,493390,550298919.9825964
6656,Uttar Pradesh,2018,1,gorakhpur,324943,377954039.79178095
6657,Uttar Pradesh,2018,1,bareilly,306561,272420019.95249295
6658,Uttar Pradesh,2018,1,agra,298049,353477588.30890363
6659,Uttar Pradesh,2018,1,meerut,267015,345744809.58975303
6660,Uttar Pradesh,2018,2,gautam buddha nagar,1942298,3398984096.752239
6661,Uttar Pradesh,2018,2,lucknow,1289613,2162778201.1855044
6662,Uttar Pradesh,2018,2,ghaziabad,1034409,1868838026.6123133
6663,Uttar Pradesh,2018,2,varanasi,836072,956626447.3607963
6664,Uttar Pradesh,2018,2,prayagraj,804712,1129002834.2139683
6665,Uttar Pradesh,2018,2,kanpur nagar,675908,954304697.7952932
6666,Uttar Pradesh,2018,2,gorakhpur,457691,790320803.9302531
6667,Uttar Pradesh,2018,2,agra,401983,637164565.6567792
6668,Uttar Pradesh,2018,2,bareilly,385460,487371978.7986265
6669,Uttar Pradesh,2018,2,meerut,374625,606678416.5867009
6670,Uttar Pradesh,2018,3,varanasi,3305134,2367346800.1463585
6671,Uttar Pradesh,2018,3,gautam buddha nagar,3256802,4828673888.270048
6672,Uttar Pradesh,2018,3,lucknow,1745149,3120535504.084366
6673,Uttar Pradesh,2018,3,ghaziabad,1537030,2613540894.7239933
6674,Uttar Pradesh,2018,3,sitapur,1244942,657116597.5883418
6675,Uttar Pradesh,2018,3,prayagraj,1091032,1590288136.836483
6676,Uttar Pradesh,2018,3,kanpur nagar,884952,1382466122.241844
6677,Uttar Pradesh,2018,3,gorakhpur,589891,1060239355.7696368
6678,Uttar Pradesh,2018,3,kheri,588144,407114607.5597076
6679,Uttar Pradesh,2018,3,bareilly,530401,701813397.931004
6680,Uttar Pradesh,2018,4,gautam buddha nagar,6083056,7483532543.63562
6681,Uttar Pradesh,2018,4,ghaziabad,2891774,4117778328.278023
6682,Uttar Pradesh,2018,4,lucknow,2611582,4678614438.94069
6683,Uttar Pradesh,2018,4,varanasi,1806800,2082572099.2679353
6684,Uttar Pradesh,2018,4,prayagraj,1603709,2373886785.810779
6685,Uttar Pradesh,2018,4,kanpur nagar,1254123,2045066575.82861
6686,Uttar Pradesh,2018,4,gorakhpur,879250,1682899421.8564157
6687,Uttar Pradesh,2018,4,bareilly,797506,1011406319.216877
6688,Uttar Pradesh,2018,4,agra,705927,1401083560.6623816
6689,Uttar Pradesh,2018,4,meerut,700099,1476906079.09689
6690,Uttar Pradesh,2019,1,gautam buddha nagar,10750094,10286434896.5461
6691,Uttar Pradesh,2019,1,lucknow,6724967,10007890617.082235
6692,Uttar Pradesh,2019,1,ghaziabad,4604564,5631770850.217073
6693,Uttar Pradesh,2019,1,prayagraj,2524007,3328073518.103963
6694,Uttar Pradesh,2019,1,varanasi,2290282,2681050295.126403
6695,Uttar Pradesh,2019,1,kanpur nagar,2045370,2882041800.6601443
6696,Uttar Pradesh,2019,1,gorakhpur,1266510,2149018597.784897
6697,Uttar Pradesh,2019,1,bareilly,1150731,1325492844.7851303
6698,Uttar Pradesh,2019,1,meerut,1120213,1863635814.486101
6699,Uttar Pradesh,2019,1,agra,1055850,1798577433.7026842
6700,Uttar Pradesh,2019,2,lucknow,12624404,22426462674.94428
6701,Uttar Pradesh,2019,2,gautam buddha nagar,9667218,10716810453.722048
6702,Uttar Pradesh,2019,2,ghaziabad,4679159,6368927863.001434
6703,Uttar Pradesh,2019,2,kanpur nagar,2572884,4421750497.07041
6704,Uttar Pradesh,2019,2,prayagraj,2300600,3610973840.451373
6705,Uttar Pradesh,2019,2,varanasi,2098693,3382380917.5993013
6706,Uttar Pradesh,2019,2,gorakhpur,1168931,2516446619.5934477
6707,Uttar Pradesh,2019,2,meerut,1123899,2212165528.988115
6708,Uttar Pradesh,2019,2,agra,1094456,2048417269.8861732
6709,Uttar Pradesh,2019,2,bareilly,893059,1444372593.85735
6710,Uttar Pradesh,2019,3,gautam buddha nagar,13014875,14118512957.85155
6711,Uttar Pradesh,2019,3,lucknow,11708246,24465158674.6613
6712,Uttar Pradesh,2019,3,ghaziabad,6466390,8384891301.42561
6713,Uttar Pradesh,2019,3,kanpur nagar,3032525,5151875480.314058
6714,Uttar Pradesh,2019,3,prayagraj,2766837,4091292783.6421504
6715,Uttar Pradesh,2019,3,varanasi,2441735,3772442225.290722
6716,Uttar Pradesh,2019,3,agra,1678565,2589010631.0242796
6717,Uttar Pradesh,2019,3,meerut,1429176,2615800654.5366073
6718,Uttar Pradesh,2019,3,gorakhpur,1301866,2600290226.3257475
6719,Uttar Pradesh,2019,3,bareilly,1164660,1630271295.8342814
6720,Uttar Pradesh,2019,4,gautam buddha nagar,16003102,17701548866.812836
6721,Uttar Pradesh,2019,4,lucknow,14205324,30191564282.331238
6722,Uttar Pradesh,2019,4,ghaziabad,7615506,10609113377.795418
6723,Uttar Pradesh,2019,4,varanasi,4217796,5004637433.780641
6724,Uttar Pradesh,2019,4,kanpur nagar,3438636,6283713197.57716
6725,Uttar Pradesh,2019,4,prayagraj,3400115,5161631925.304864
6726,Uttar Pradesh,2019,4,agra,1992945,3485238496.7261944
6727,Uttar Pradesh,2019,4,meerut,1820166,3435708382.415326
6728,Uttar Pradesh,2019,4,gorakhpur,1669194,3445111045.80023
6729,Uttar Pradesh,2019,4,bareilly,1342436,2179671438.615908
6730,Uttar Pradesh,2020,1,gautam buddha nagar,16781339,19356764212.732895
6731,Uttar Pradesh,2020,1,lucknow,15484604,35175437631.48635
6732,Uttar Pradesh,2020,1,ghaziabad,8267770,11998182771.021786
6733,Uttar Pradesh,2020,1,prayagraj,3666845,6073221861.020849
6734,Uttar Pradesh,2020,1,varanasi,3542507,5628921241.986841
6735,Uttar Pradesh,2020,1,kanpur nagar,3526062,6302890117.188827
6736,Uttar Pradesh,2020,1,meerut,2734403,5750006817.718883
6737,Uttar Pradesh,2020,1,agra,2580164,4626649236.040559
6738,Uttar Pradesh,2020,1,gorakhpur,1933805,3977529990.219
6739,Uttar Pradesh,2020,1,bareilly,1552726,2644081691.2668533
6740,Uttar Pradesh,2020,2,lucknow,12430842,30895556075.945335
6741,Uttar Pradesh,2020,2,gautam buddha nagar,10896512,12933946780.93526
6742,Uttar Pradesh,2020,2,ghaziabad,7640595,11178742327.553669
6743,Uttar Pradesh,2020,2,kanpur nagar,3495087,6575767545.013139
6744,Uttar Pradesh,2020,2,meerut,2994911,6172148246.847013
6745,Uttar Pradesh,2020,2,prayagraj,2935110,5163514764.361202
6746,Uttar Pradesh,2020,2,agra,2837641,5153788501.153106
6747,Uttar Pradesh,2020,2,varanasi,2569684,4411716947.662937
6748,Uttar Pradesh,2020,2,gorakhpur,2231738,4183285969.668811
6749,Uttar Pradesh,2020,2,aligarh,1873486,3333199475.158868
6750,Uttar Pradesh,2020,3,lucknow,18626637,44986768816.575165
6751,Uttar Pradesh,2020,3,gautam buddha nagar,17085582,21337631127.67076
6752,Uttar Pradesh,2020,3,ghaziabad,10353511,16722698683.28836
6753,Uttar Pradesh,2020,3,prayagraj,4424797,8784004360.762121
6754,Uttar Pradesh,2020,3,kanpur nagar,4224357,8417780315.508661
6755,Uttar Pradesh,2020,3,meerut,3739519,8114325789.555465
6756,Uttar Pradesh,2020,3,agra,3402430,6647928319.006588
6757,Uttar Pradesh,2020,3,varanasi,3370707,6634516647.606381
6758,Uttar Pradesh,2020,3,gorakhpur,3197317,7043485657.433089
6759,Uttar Pradesh,2020,3,aligarh,2172376,4433149341.3868065
6760,Uttar Pradesh,2020,4,gautam buddha nagar,26875484,32842519367.026226
6761,Uttar Pradesh,2020,4,lucknow,21791125,48660862847.75142
6762,Uttar Pradesh,2020,4,ghaziabad,15220234,24565353557.018074
6763,Uttar Pradesh,2020,4,prayagraj,6423026,12760082970.572113
6764,Uttar Pradesh,2020,4,kanpur nagar,6052576,12308345528.861279
6765,Uttar Pradesh,2020,4,agra,5121332,10378549354.94224
6766,Uttar Pradesh,2020,4,meerut,5063989,10705409123.829666
6767,Uttar Pradesh,2020,4,varanasi,5020393,10194936776.671387
6768,Uttar Pradesh,2020,4,gorakhpur,4537853,10798676241.771055
6769,Uttar Pradesh,2020,4,aligarh,3179237,6659603398.445011
6770,Uttar Pradesh,2021,1,lucknow,35616880,66268662302.66503
6771,Uttar Pradesh,2021,1,gautam buddha nagar,31352951,37748670525.2387
6772,Uttar Pradesh,2021,1,ghaziabad,16400075,26364856584.17089
6773,Uttar Pradesh,2021,1,prayagraj,7886986,14358916730.34151
6774,Uttar Pradesh,2021,1,kanpur nagar,6948497,13274223178.294434
6775,Uttar Pradesh,2021,1,meerut,6883062,13712809242.556309
6776,Uttar Pradesh,2021,1,varanasi,5807048,10950765766.981533
6777,Uttar Pradesh,2021,1,agra,5773733,11198658827.144236
6778,Uttar Pradesh,2021,1,gorakhpur,4804502,10959348578.905521
6779,Uttar Pradesh,2021,1,aligarh,3639658,7418381922.136725
6780,Uttar Pradesh,2021,2,lucknow,41241215,78447443137.55057
6781,Uttar Pradesh,2021,2,gautam buddha nagar,29169349,37072547539.88541
6782,Uttar Pradesh,2021,2,ghaziabad,16797842,27766534443.259594
6783,Uttar Pradesh,2021,2,meerut,8599202,16511763499.94571
6784,Uttar Pradesh,2021,2,prayagraj,8039353,15903938690.169538
6785,Uttar Pradesh,2021,2,kanpur nagar,7585841,14935346898.476763
6786,Uttar Pradesh,2021,2,agra,6542679,12895519153.397434
6787,Uttar Pradesh,2021,2,varanasi,6220925,12596441736.919134
6788,Uttar Pradesh,2021,2,gorakhpur,5995988,13762240584.653461
6789,Uttar Pradesh,2021,2,aligarh,4566809,9169523754.569004
6790,Uttar Pradesh,2021,3,lucknow,51055467,85371248453.0547
6791,Uttar Pradesh,2021,3,gautam buddha nagar,41878965,51051292560.45669
6792,Uttar Pradesh,2021,3,ghaziabad,22358776,35753594948.1124
6793,Uttar Pradesh,2021,3,meerut,11446543,20511958929.64806
6794,Uttar Pradesh,2021,3,prayagraj,10478343,18012924107.458786
6795,Uttar Pradesh,2021,3,kanpur nagar,9924366,18370977249.144783
6796,Uttar Pradesh,2021,3,agra,8882859,16295735776.09449
6797,Uttar Pradesh,2021,3,varanasi,8732870,15613135907.98264
6798,Uttar Pradesh,2021,3,gorakhpur,7464913,15458247189.130363
6799,Uttar Pradesh,2021,3,aligarh,5783351,10758162334.818872
6800,Uttar Pradesh,2021,4,lucknow,67415795,115688821642.09215
6801,Uttar Pradesh,2021,4,gautam buddha nagar,52546170,66955029270.3713
6802,Uttar Pradesh,2021,4,ghaziabad,27945576,45871860827.12578
6803,Uttar Pradesh,2021,4,meerut,15531638,28699663710.751427
6804,Uttar Pradesh,2021,4,prayagraj,14418013,25298767096.605217
6805,Uttar Pradesh,2021,4,kanpur nagar,13055831,24968225095.50705
6806,Uttar Pradesh,2021,4,agra,11675242,22888020081.302628
6807,Uttar Pradesh,2021,4,varanasi,11458477,22020915567.445705
6808,Uttar Pradesh,2021,4,gorakhpur,9958532,21591200217.75315
6809,Uttar Pradesh,2021,4,aligarh,7765317,15072461376.02834
6810,Uttar Pradesh,2022,1,lucknow,79740953,132456458141.91397
6811,Uttar Pradesh,2022,1,gautam buddha nagar,58229149,74371363420.47153
6812,Uttar Pradesh,2022,1,ghaziabad,30948888,50571013176.64976
6813,Uttar Pradesh,2022,1,meerut,17966278,32377627599.030327
6814,Uttar Pradesh,2022,1,prayagraj,16566417,28293055160.255882
6815,Uttar Pradesh,2022,1,kanpur nagar,14902263,27612832763.662384
6816,Uttar Pradesh,2022,1,agra,14010919,26233858697.697464
6817,Uttar Pradesh,2022,1,varanasi,13246317,24155800509.84869
6818,Uttar Pradesh,2022,1,gorakhpur,10758812,22861881939.64662
6819,Uttar Pradesh,2022,1,aligarh,9297702,17226202534.103092
6820,Uttar Pradesh,2022,2,lucknow,102123625,164056107244.2309
6821,Uttar Pradesh,2022,2,gautam buddha nagar,74160647,87828388050.506
6822,Uttar Pradesh,2022,2,ghaziabad,37739024,59183436240.67706
6823,Uttar Pradesh,2022,2,meerut,22419976,38399767082.406334
6824,Uttar Pradesh,2022,2,prayagraj,20833684,34267771491.719467
6825,Uttar Pradesh,2022,2,kanpur nagar,18142630,32679093848.494316
6826,Uttar Pradesh,2022,2,agra,17306092,31826611654.86806
6827,Uttar Pradesh,2022,2,varanasi,16290241,29105585945.91128
6828,Uttar Pradesh,2022,2,gorakhpur,14066992,28691435244.931892
6829,Uttar Pradesh,2022,2,aligarh,11491914,20498359414.78222
6830,Uttar Pradesh,2022,3,lucknow,103532277,150291038432.73062
6831,Uttar Pradesh,2022,3,gautam buddha nagar,87799548,100238159351.64151
6832,Uttar Pradesh,2022,3,varanasi,42895237,64967816692.82996
6833,Uttar Pradesh,2022,3,ghaziabad,41898334,62804603270.37625
6834,Uttar Pradesh,2022,3,agra,26751663,43128786478.760445
6835,Uttar Pradesh,2022,3,kanpur nagar,26593070,42855018051.76041
6836,Uttar Pradesh,2022,3,meerut,25631216,40328370458.53699
6837,Uttar Pradesh,2022,3,prayagraj,21085656,30385713265.50251
6838,Uttar Pradesh,2022,3,moradabad,15532268,26474629769.408638
6839,Uttar Pradesh,2022,3,aligarh,14106419,22685286303.74517
6840,Uttar Pradesh,2022,4,lucknow,142292419,214139000063.1341
6841,Uttar Pradesh,2022,4,gautam buddha nagar,90864471,104162479492.51544
6842,Uttar Pradesh,2022,4,ghaziabad,48195051,73333545352.23656
6843,Uttar Pradesh,2022,4,varanasi,38410576,61679282505.82438
6844,Uttar Pradesh,2022,4,kanpur nagar,34663083,57423578589.05292
6845,Uttar Pradesh,2022,4,meerut,30761564,49044446642.880615
