,State,Year,Quater,District,Registered_Users
3733,Madhya Pradesh,2022,3,jabalpur,935649
3734,Madhya Pradesh,2022,3,ujjain,758373
3735,Madhya Pradesh,2022,3,sagar,638100
3736,Madhya Pradesh,2022,3,dhar,618777
3737,Madhya Pradesh,2022,3,rewa,594588
3738,Madhya Pradesh,2022,3,chhindwara,587412
3739,Madhya Pradesh,2022,3,satna,544011
3740,Madhya Pradesh,2022,4,indore,2660518
3741,Madhya Pradesh,2022,4,bhopal,2009655
3742,Madhya Pradesh,2022,4,gwalior,1073648
3743,Madhya Pradesh,2022,4,jabalpur,980428
3744,Madhya Pradesh,2022,4,ujjain,794711
3745,Madhya Pradesh,2022,4,sagar,667526
3746,Madhya Pradesh,2022,4,dhar,648535
3747,Madhya Pradesh,2022,4,rewa,622122
3748,Madhya Pradesh,2022,4,chhindwara,613456
3749,Madhya Pradesh,2022,4,satna,569320
3750,Madhya Pradesh,2023,1,indore,2780295
3751,Madhya Pradesh,2023,1,bhopal,2101098
3752,Madhya Pradesh,2023,1,gwalior,1123707
3753,Madhya Pradesh,2023,1,jabalpur,1025803
3754,Madhya Pradesh,2023,1,ujjain,832451
3755,Madhya Pradesh,2023,1,sagar,699722
3756,Madhya Pradesh,2023,1,dhar,679569
3757,Madhya Pradesh,2023,1,rewa,651354
3758,Madhya Pradesh,2023,1,chhindwara,642022
3759,Madhya Pradesh,2023,1,satna,596769
3760,Madhya Pradesh,2023,2,indore,2883610
3761,Madhya Pradesh,2023,2,bhopal,2179557
3762,Madhya Pradesh,2023,2,gwalior,1168513
3763,Madhya Pradesh,2023,2,jabalpur,1065846
3764,Madhya Pradesh,2023,2,ujjain,868546
3765,Madhya Pradesh,2023,2,sagar,730094
3766,Madhya Pradesh,2023,2,dhar,710181
3767,Madhya Pradesh,2023,2,rewa,680100
3768,Madhya Pradesh,2023,2,chhindwara,670155
3769,Madhya Pradesh,2023,2,satna,623076
3770,Madhya Pradesh,2023,3,indore,2996261
3771,Madhya Pradesh,2023,3,bhopal,2265685
3772,Madhya Pradesh,2023,3,gwalior,1215484
3773,Madhya Pradesh,2023,3,jabalpur,1108465
3774,Madhya Pradesh,2023,3,ujjain,905474
3775,Madhya Pradesh,2023,3,sagar,761623
3776,Madhya Pradesh,2023,3,dhar,740878
3777,Madhya Pradesh,2023,3,rewa,708385
3778,Madhya Pradesh,2023,3,chhindwara,698604
3779,Madhya Pradesh,2023,3,satna,649398
3780,Madhya Pradesh,2023,4,indore,3098089
3781,Madhya Pradesh,2023,4,bhopal,2344171
3782,Madhya Pradesh,2023,4,gwalior,1257720
3783,Madhya Pradesh,2023,4,jabalpur,1147811
3784,Madhya Pradesh,2023,4,ujjain,938748
3785,Madhya Pradesh,2023,4,sagar,790240
3786,Madhya Pradesh,2023,4,dhar,768839
3787,Madhya Pradesh,2023,4,rewa,734299
3788,Madhya Pradesh,2023,4,chhindwara,724870
3789,Madhya Pradesh,2023,4,satna,673980
3790,Madhya Pradesh,2024,1,indore,3217251
3791,Madhya Pradesh,2024,1,bhopal,2436143
3792,Madhya Pradesh,2024,1,gwalior,1307564
3793,Madhya Pradesh,2024,1,jabalpur,1193636
3794,Madhya Pradesh,2024,1,ujjain,978177
3795,Madhya Pradesh,2024,1,sagar,824727
3796,Madhya Pradesh,2024,1,dhar,802038
3797,Madhya Pradesh,2024,1,rewa,764984
3798,Madhya Pradesh,2024,1,chhindwara,756689
3799,Madhya Pradesh,2024,1,satna,703168
3800,Maharashtra,2018,1,pune,1211643
3801,Maharashtra,2018,1,mumbai suburban,719300
3802,Maharashtra,2018,1,thane,631864
3803,Maharashtra,2018,1,nashik,321402
3804,Maharashtra,2018,1,nagpur,280007
3805,Maharashtra,2018,1,aurangabad,266324
3806,Maharashtra,2018,1,mumbai,233538
3807,Maharashtra,2018,1,ahmednagar,197473
3808,Maharashtra,2018,1,solapur,190033
3809,Maharashtra,2018,1,raigad,173015
3810,Maharashtra,2018,2,pune,1592293
3811,Maharashtra,2018,2,mumbai suburban,957633
3812,Maharashtra,2018,2,thane,861292
3813,Maharashtra,2018,2,nashik,436668
3814,Maharashtra,2018,2,nagpur,380425
3815,Maharashtra,2018,2,aurangabad,347838
3816,Maharashtra,2018,2,mumbai,319588
3817,Maharashtra,2018,2,ahmednagar,268520
3818,Maharashtra,2018,2,solapur,259084
3819,Maharashtra,2018,2,palghar,239053
3820,Maharashtra,2018,3,pune,1974138
3821,Maharashtra,2018,3,mumbai suburban,1218632
3822,Maharashtra,2018,3,thane,1104206
3823,Maharashtra,2018,3,nashik,552556
3824,Maharashtra,2018,3,nagpur,487280
3825,Maharashtra,2018,3,aurangabad,428394
3826,Maharashtra,2018,3,mumbai,410878
3827,Maharashtra,2018,3,ahmednagar,344804
3828,Maharashtra,2018,3,solapur,331428
3829,Maharashtra,2018,3,palghar,312322
3830,Maharashtra,2018,4,pune,2498852
3831,Maharashtra,2018,4,mumbai suburban,1578487
3832,Maharashtra,2018,4,thane,1473811
3833,Maharashtra,2018,4,nashik,698343
3834,Maharashtra,2018,4,nagpur,627317
3835,Maharashtra,2018,4,mumbai,543353
3836,Maharashtra,2018,4,aurangabad,534477
3837,Maharashtra,2018,4,ahmednagar,439246
3838,Maharashtra,2018,4,solapur,419060
3839,Maharashtra,2018,4,palghar,414825
3840,Maharashtra,2019,1,pune,3038402
3841,Maharashtra,2019,1,mumbai suburban,1901210
3842,Maharashtra,2019,1,thane,1834051
3843,Maharashtra,2019,1,nashik,853648
3844,Maharashtra,2019,1,nagpur,765612
3845,Maharashtra,2019,1,mumbai,670094
3846,Maharashtra,2019,1,aurangabad,644687
3847,Maharashtra,2019,1,ahmednagar,532651
3848,Maharashtra,2019,1,palghar,521918
3849,Maharashtra,2019,1,raigad,509108
3850,Maharashtra,2019,2,pune,3514081
3851,Maharashtra,2019,2,mumbai suburban,2151657
3852,Maharashtra,2019,2,thane,2118406
3853,Maharashtra,2019,2,nashik,995687
3854,Maharashtra,2019,2,nagpur,887042
3855,Maharashtra,2019,2,mumbai,785480
3856,Maharashtra,2019,2,aurangabad,736863
3857,Maharashtra,2019,2,ahmednagar,614812
3858,Maharashtra,2019,2,palghar,608184
3859,Maharashtra,2019,2,raigad,594675
3860,Maharashtra,2019,3,pune,4004991
3861,Maharashtra,2019,3,mumbai suburban,2407754
3862,Maharashtra,2019,3,thane,2396815
3863,Maharashtra,2019,3,nashik,1155897
3864,Maharashtra,2019,3,nagpur,1015333
3865,Maharashtra,2019,3,mumbai,889541
3866,Maharashtra,2019,3,aurangabad,841802
3867,Maharashtra,2019,3,ahmednagar,705492
3868,Maharashtra,2019,3,palghar,691229
3869,Maharashtra,2019,3,raigad,679155
3870,Maharashtra,2019,4,pune,4416899
3871,Maharashtra,2019,4,thane,2638051
3872,Maharashtra,2019,4,mumbai suburban,2630360
3873,Maharashtra,2019,4,nashik,1304611
3874,Maharashtra,2019,4,nagpur,1134480
3875,Maharashtra,2019,4,mumbai,973018
3876,Maharashtra,2019,4,aurangabad,947081
3877,Maharashtra,2019,4,ahmednagar,805271
3878,Maharashtra,2019,4,palghar,767925
3879,Maharashtra,2019,4,raigad,754910
3880,Maharashtra,2020,1,pune,4802397
3881,Maharashtra,2020,1,thane,2878073
3882,Maharashtra,2020,1,mumbai suburban,2843378
3883,Maharashtra,2020,1,nashik,1448324
3884,Maharashtra,2020,1,nagpur,1251510
3885,Maharashtra,2020,1,mumbai,1054509
3886,Maharashtra,2020,1,aurangabad,1046306
3887,Maharashtra,2020,1,ahmednagar,905962
3888,Maharashtra,2020,1,palghar,848560
3889,Maharashtra,2020,1,raigad,830643
3890,Maharashtra,2020,2,pune,5144688
3891,Maharashtra,2020,2,thane,3135101
3892,Maharashtra,2020,2,mumbai suburban,3060916
3893,Maharashtra,2020,2,nashik,1602650
3894,Maharashtra,2020,2,nagpur,1377642
3895,Maharashtra,2020,2,aurangabad,1142730
3896,Maharashtra,2020,2,mumbai,1141566
3897,Maharashtra,2020,2,ahmednagar,1014520
3898,Maharashtra,2020,2,palghar,947121
3899,Maharashtra,2020,2,solapur,918756
3900,Maharashtra,2020,3,pune,5546002
3901,Maharashtra,2020,3,thane,3401853
3902,Maharashtra,2020,3,mumbai suburban,3304696
3903,Maharashtra,2020,3,nashik,1752191
3904,Maharashtra,2020,3,nagpur,1502777
3905,Maharashtra,2020,3,aurangabad,1244879
3906,Maharashtra,2020,3,mumbai,1234355
3907,Maharashtra,2020,3,ahmednagar,1123648
3908,Maharashtra,2020,3,palghar,1034468
3909,Maharashtra,2020,3,solapur,1012518
3910,Maharashtra,2020,4,pune,6033615
3911,Maharashtra,2020,4,thane,3727358
3912,Maharashtra,2020,4,mumbai suburban,3609970
3913,Maharashtra,2020,4,nashik,1907318
3914,Maharashtra,2020,4,nagpur,1637270
3915,Maharashtra,2020,4,aurangabad,1355656
3916,Maharashtra,2020,4,mumbai,1347356
3917,Maharashtra,2020,4,ahmednagar,1237321
3918,Maharashtra,2020,4,palghar,1136061
3919,Maharashtra,2020,4,solapur,1113260
3920,Maharashtra,2021,1,pune,6481971
3921,Maharashtra,2021,1,thane,4014464
3922,Maharashtra,2021,1,mumbai suburban,3886500
3923,Maharashtra,2021,1,nashik,2049293
3924,Maharashtra,2021,1,nagpur,1761562
3925,Maharashtra,2021,1,aurangabad,1456891
3926,Maharashtra,2021,1,mumbai,1450548
3927,Maharashtra,2021,1,ahmednagar,1333477
3928,Maharashtra,2021,1,palghar,1225423
3929,Maharashtra,2021,1,solapur,1199130
3930,Maharashtra,2021,2,pune,6915820
3931,Maharashtra,2021,2,thane,4290066
3932,Maharashtra,2021,2,mumbai suburban,4151227
3933,Maharashtra,2021,2,nashik,2191882
3934,Maharashtra,2021,2,nagpur,1883447
3935,Maharashtra,2021,2,aurangabad,1557693
3936,Maharashtra,2021,2,mumbai,1549784
3937,Maharashtra,2021,2,ahmednagar,1429562
3938,Maharashtra,2021,2,palghar,1312388
3939,Maharashtra,2021,2,solapur,1283601
3940,Maharashtra,2021,3,pune,7398336
3941,Maharashtra,2021,3,thane,4597394
3942,Maharashtra,2021,3,mumbai suburban,4444495
3943,Maharashtra,2021,3,nashik,2352259
3944,Maharashtra,2021,3,nagpur,2020264
3945,Maharashtra,2021,3,aurangabad,1671665
3946,Maharashtra,2021,3,mumbai,1659663
3947,Maharashtra,2021,3,ahmednagar,1539300
3948,Maharashtra,2021,3,palghar,1410321
3949,Maharashtra,2021,3,solapur,1380100
3950,Maharashtra,2021,4,pune,7880431
3951,Maharashtra,2021,4,thane,4906492
3952,Maharashtra,2021,4,mumbai suburban,4740546
3953,Maharashtra,2021,4,nashik,2510393
3954,Maharashtra,2021,4,nagpur,2157149
3955,Maharashtra,2021,4,aurangabad,1786190
3956,Maharashtra,2021,4,mumbai,1770325
3957,Maharashtra,2021,4,ahmednagar,1646991
3958,Maharashtra,2021,4,palghar,1508500
3959,Maharashtra,2021,4,solapur,1475291
3960,Maharashtra,2022,1,pune,8331582
3961,Maharashtra,2022,1,thane,5196050
3962,Maharashtra,2022,1,mumbai suburban,5017556
3963,Maharashtra,2022,1,nashik,2661739
3964,Maharashtra,2022,1,nagpur,2286011
3965,Maharashtra,2022,1,aurangabad,1894797
3966,Maharashtra,2022,1,mumbai,1873643
3967,Maharashtra,2022,1,ahmednagar,1749682
3968,Maharashtra,2022,1,palghar,1601518
3969,Maharashtra,2022,1,solapur,1565902
3970,Maharashtra,2022,2,pune,8757249
3971,Maharashtra,2022,2,thane,5471749
3972,Maharashtra,2022,2,mumbai suburban,5281053
3973,Maharashtra,2022,2,nashik,2803471
3974,Maharashtra,2022,2,nagpur,2407812
3975,Maharashtra,2022,2,aurangabad,1996927
3976,Maharashtra,2022,2,mumbai,1972178
3977,Maharashtra,2022,2,ahmednagar,1844168
3978,Maharashtra,2022,2,palghar,1689875
3979,Maharashtra,2022,2,solapur,1649511
3980,Maharashtra,2022,3,pune,9194074
3981,Maharashtra,2022,3,thane,5757165
3982,Maharashtra,2022,3,mumbai suburban,5555095
3983,Maharashtra,2022,3,nashik,2948824
3984,Maharashtra,2022,3,nagpur,2532986
3985,Maharashtra,2022,3,aurangabad,2101234
3986,Maharashtra,2022,3,mumbai,2074701
3987,Maharashtra,2022,3,ahmednagar,1940071
3988,Maharashtra,2022,3,palghar,1781265
3989,Maharashtra,2022,3,solapur,1733556
3990,Maharashtra,2022,4,pune,9622338
3991,Maharashtra,2022,4,thane,6042267
3992,Maharashtra,2022,4,mumbai suburban,5831539
3993,Maharashtra,2022,4,nashik,3086721
3994,Maharashtra,2022,4,nagpur,2655029
3995,Maharashtra,2022,4,aurangabad,2201353
3996,Maharashtra,2022,4,mumbai,2178155
3997,Maharashtra,2022,4,ahmednagar,2027819
3998,Maharashtra,2022,4,palghar,1870957
3999,Maharashtra,2022,4,solapur,1811044
4000,Maharashtra,2023,1,pune,10037022
4001,Maharashtra,2023,1,thane,6314618
4002,Maharashtra,2023,1,mumbai suburban,6095695
4003,Maharashtra,2023,1,nashik,3223873
4004,Maharashtra,2023,1,nagpur,2775157
4005,Maharashtra,2023,1,aurangabad,2300283
4006,Maharashtra,2023,1,mumbai,2276888
4007,Maharashtra,2023,1,ahmednagar,2119506
4008,Maharashtra,2023,1,palghar,1957628
4009,Maharashtra,2023,1,solapur,1892509
4010,Maharashtra,2023,2,pune,10396344
4011,Maharashtra,2023,2,thane,6552282
4012,Maharashtra,2023,2,mumbai suburban,6322778
4013,Maharashtra,2023,2,nashik,3350410
4014,Maharashtra,2023,2,nagpur,2882255
4015,Maharashtra,2023,2,aurangabad,2390854
4016,Maharashtra,2023,2,mumbai,2361852
4017,Maharashtra,2023,2,ahmednagar,2208055
4018,Maharashtra,2023,2,palghar,2037722
4019,Maharashtra,2023,2,solapur,1970077
4020,Maharashtra,2023,3,pune,10780092
4021,Maharashtra,2023,3,thane,6802106
4022,Maharashtra,2023,3,mumbai suburban,6560867
4023,Maharashtra,2023,3,nashik,3481028
4024,Maharashtra,2023,3,nagpur,2995471
4025,Maharashtra,2023,3,aurangabad,2485041
4026,Maharashtra,2023,3,mumbai,2450770
4027,Maharashtra,2023,3,ahmednagar,2297997
4028,Maharashtra,2023,3,palghar,2118552
4029,Maharashtra,2023,3,solapur,2050042
4030,Maharashtra,2023,4,pune,11135186
4031,Maharashtra,2023,4,thane,7044610
4032,Maharashtra,2023,4,mumbai suburban,6796218
4033,Maharashtra,2023,4,nashik,3606029
4034,Maharashtra,2023,4,nagpur,3102070
4035,Maharashtra,2023,4,aurangabad,2575931
4036,Maharashtra,2023,4,mumbai,2537871
4037,Maharashtra,2023,4,ahmednagar,2381246
4038,Maharashtra,2023,4,palghar,2198589
4039,Maharashtra,2023,4,solapur,2124162
4040,Maharashtra,2024,1,pune,11546171
4041,Maharashtra,2024,1,thane,7314981
4042,Maharashtra,2024,1,mumbai suburban,7055629
4043,Maharashtra,2024,1,nashik,3747440
4044,Maharashtra,2024,1,nagpur,3225345
4045,Maharashtra,2024,1,aurangabad,2679421
4046,Maharashtra,2024,1,mumbai,2634732
4047,Maharashtra,2024,1,ahmednagar,2477859
4048,Maharashtra,2024,1,palghar,2286819
4049,Maharashtra,2024,1,solapur,2209975
4050,Manipur,2018,1,imphal west,11304
4051,Manipur,2018,1,imphal east,6759
4052,Manipur,2018,1,thoubal,2764
4053,Manipur,2018,1,bishnupur,2371
4054,Manipur,2018,1,churachandpur,1524
4055,Manipur,2018,1,kangpokpi,1439
4056,Manipur,2018,1,kakching,915
4057,Manipur,2018,1,ukhrul,602
4058,Manipur,2018,1,tamenglong,550
4059,Manipur,2018,1,jiribam,460
4060,Manipur,2018,2,imphal west,16541
4061,Manipur,2018,2,imphal east,10390
4062,Manipur,2018,2,thoubal,4771
4063,Manipur,2018,2,bishnupur,3751
4064,Manipur,2018,2,churachandpur,2362
4065,Manipur,2018,2,kangpokpi,2183
4066,Manipur,2018,2,kakching,1571
4067,Manipur,2018,2,ukhrul,905
4068,Manipur,2018,2,tamenglong,824
4069,Manipur,2018,2,jiribam,732
4070,Manipur,2018,3,imphal west,21696
4071,Manipur,2018,3,imphal east,13541
4072,Manipur,2018,3,thoubal,6112
4073,Manipur,2018,3,bishnupur,5106
4074,Manipur,2018,3,churachandpur,3420
4075,Manipur,2018,3,kangpokpi,3073
4076,Manipur,2018,3,kakching,2326
4077,Manipur,2018,3,ukhrul,1346
4078,Manipur,2018,3,tamenglong,1268
4079,Manipur,2018,3,jiribam,1086
4080,Manipur,2018,4,imphal west,28383
4081,Manipur,2018,4,imphal east,17777
4082,Manipur,2018,4,thoubal,8027
4083,Manipur,2018,4,bishnupur,7049
4084,Manipur,2018,4,churachandpur,4951
4085,Manipur,2018,4,kangpokpi,4249
4086,Manipur,2018,4,kakching,3153
4087,Manipur,2018,4,ukhrul,1842
4088,Manipur,2018,4,tamenglong,1712
4089,Manipur,2018,4,jiribam,1393
4090,Manipur,2019,1,imphal west,33668
4091,Manipur,2019,1,imphal east,21136
4092,Manipur,2019,1,thoubal,9529
4093,Manipur,2019,1,bishnupur,8537
4094,Manipur,2019,1,churachandpur,6138
4095,Manipur,2019,1,kangpokpi,5212
4096,Manipur,2019,1,kakching,3850
4097,Manipur,2019,1,ukhrul,2368
4098,Manipur,2019,1,tamenglong,2148
4099,Manipur,2019,1,jiribam,1759
4100,Manipur,2019,2,imphal west,39303
4101,Manipur,2019,2,imphal east,24652
4102,Manipur,2019,2,thoubal,10915
4103,Manipur,2019,2,bishnupur,10014
4104,Manipur,2019,2,churachandpur,7662
4105,Manipur,2019,2,kangpokpi,6407
4106,Manipur,2019,2,kakching,4599
4107,Manipur,2019,2,ukhrul,2981
4108,Manipur,2019,2,tamenglong,2628
4109,Manipur,2019,2,chandel,2175
4110,Manipur,2019,3,imphal west,45268
4111,Manipur,2019,3,imphal east,28331
4112,Manipur,2019,3,thoubal,12427
4113,Manipur,2019,3,bishnupur,11647
4114,Manipur,2019,3,churachandpur,9071
4115,Manipur,2019,3,kangpokpi,7621
4116,Manipur,2019,3,kakching,5355
4117,Manipur,2019,3,ukhrul,3488
4118,Manipur,2019,3,tamenglong,3085
4119,Manipur,2019,3,chandel,2581
4120,Manipur,2019,4,imphal west,51063
4121,Manipur,2019,4,imphal east,31935
4122,Manipur,2019,4,thoubal,14194
4123,Manipur,2019,4,bishnupur,13387
4124,Manipur,2019,4,churachandpur,10431
4125,Manipur,2019,4,kangpokpi,8850
4126,Manipur,2019,4,kakching,6126
4127,Manipur,2019,4,ukhrul,4091
4128,Manipur,2019,4,tamenglong,3651
4129,Manipur,2019,4,chandel,3029
4130,Manipur,2020,1,imphal west,57485
4131,Manipur,2020,1,imphal east,36105
4132,Manipur,2020,1,thoubal,16244
4133,Manipur,2020,1,bishnupur,15333
4134,Manipur,2020,1,churachandpur,12420
4135,Manipur,2020,1,kangpokpi,10241
4136,Manipur,2020,1,kakching,7075
4137,Manipur,2020,1,ukhrul,4892
4138,Manipur,2020,1,tamenglong,4169
4139,Manipur,2020,1,chandel,3471
4140,Manipur,2020,2,imphal west,67897
4141,Manipur,2020,2,imphal east,43144
4142,Manipur,2020,2,thoubal,20186
4143,Manipur,2020,2,bishnupur,19027
4144,Manipur,2020,2,churachandpur,15469
4145,Manipur,2020,2,kangpokpi,12965
4146,Manipur,2020,2,kakching,9028
4147,Manipur,2020,2,ukhrul,6223
4148,Manipur,2020,2,tamenglong,5158
4149,Manipur,2020,2,chandel,4278
4150,Manipur,2020,3,imphal west,79723
4151,Manipur,2020,3,imphal east,51383
4152,Manipur,2020,3,thoubal,24183
4153,Manipur,2020,3,bishnupur,22965
4154,Manipur,2020,3,churachandpur,19501
4155,Manipur,2020,3,kangpokpi,15966
4156,Manipur,2020,3,kakching,10752
4157,Manipur,2020,3,ukhrul,7657
4158,Manipur,2020,3,tamenglong,6475
4159,Manipur,2020,3,chandel,5252
4160,Manipur,2020,4,imphal west,88777
4161,Manipur,2020,4,imphal east,57282
4162,Manipur,2020,4,thoubal,26858
4163,Manipur,2020,4,bishnupur,25629
4164,Manipur,2020,4,churachandpur,21960
4165,Manipur,2020,4,kangpokpi,17814
4166,Manipur,2020,4,kakching,11913
4167,Manipur,2020,4,ukhrul,8651
4168,Manipur,2020,4,tamenglong,7322
4169,Manipur,2020,4,chandel,5987
4170,Manipur,2021,1,imphal west,96101
4171,Manipur,2021,1,imphal east,62004
4172,Manipur,2021,1,thoubal,29072
4173,Manipur,2021,1,bishnupur,27615
4174,Manipur,2021,1,churachandpur,23827
4175,Manipur,2021,1,kangpokpi,19239
4176,Manipur,2021,1,kakching,12888
4177,Manipur,2021,1,ukhrul,9372
4178,Manipur,2021,1,tamenglong,7960
4179,Manipur,2021,1,chandel,6467
4180,Manipur,2021,2,imphal west,102833
4181,Manipur,2021,2,imphal east,66388
4182,Manipur,2021,2,thoubal,31139
4183,Manipur,2021,2,bishnupur,29671
4184,Manipur,2021,2,churachandpur,25573
4185,Manipur,2021,2,kangpokpi,20703
4186,Manipur,2021,2,kakching,13816
4187,Manipur,2021,2,ukhrul,10142
4188,Manipur,2021,2,tamenglong,8580
4189,Manipur,2021,2,chandel,6980
4190,Manipur,2021,3,imphal west,110506
4191,Manipur,2021,3,imphal east,71436
4192,Manipur,2021,3,thoubal,33478
4193,Manipur,2021,3,bishnupur,31996
4194,Manipur,2021,3,churachandpur,27600
4195,Manipur,2021,3,kangpokpi,22416
4196,Manipur,2021,3,kakching,14924
4197,Manipur,2021,3,ukhrul,11045
4198,Manipur,2021,3,tamenglong,9326
4199,Manipur,2021,3,chandel,7597
4200,Manipur,2021,4,imphal west,118056
4201,Manipur,2021,4,imphal east,76421
4202,Manipur,2021,4,thoubal,35832
4203,Manipur,2021,4,bishnupur,34316
4204,Manipur,2021,4,churachandpur,29651
4205,Manipur,2021,4,kangpokpi,24082
4206,Manipur,2021,4,kakching,15985
4207,Manipur,2021,4,ukhrul,11949
4208,Manipur,2021,4,tamenglong,10063
4209,Manipur,2021,4,chandel,8184
4210,Manipur,2022,1,imphal west,125131
4211,Manipur,2022,1,imphal east,81134
4212,Manipur,2022,1,thoubal,38088
4213,Manipur,2022,1,bishnupur,36514
4214,Manipur,2022,1,churachandpur,31533
4215,Manipur,2022,1,kangpokpi,25589
4216,Manipur,2022,1,kakching,17014
4217,Manipur,2022,1,ukhrul,12728
4218,Manipur,2022,1,tamenglong,10719
4219,Manipur,2022,1,chandel,8724
4220,Manipur,2022,2,imphal west,131901
4221,Manipur,2022,2,imphal east,85559
4222,Manipur,2022,2,thoubal,40196
4223,Manipur,2022,2,bishnupur,38512
4224,Manipur,2022,2,churachandpur,33293
4225,Manipur,2022,2,kangpokpi,27002
4226,Manipur,2022,2,kakching,18011
4227,Manipur,2022,2,ukhrul,13435
4228,Manipur,2022,2,tamenglong,11310
4229,Manipur,2022,2,chandel,9201
4230,Manipur,2022,3,imphal west,138892
4231,Manipur,2022,3,imphal east,90100
4232,Manipur,2022,3,thoubal,42321
4233,Manipur,2022,3,bishnupur,40486
4234,Manipur,2022,3,churachandpur,35081
4235,Manipur,2022,3,kangpokpi,28377
4236,Manipur,2022,3,kakching,18979
4237,Manipur,2022,3,ukhrul,14002
4238,Manipur,2022,3,tamenglong,11830
4239,Manipur,2022,3,chandel,9647
4240,Manipur,2022,4,imphal west,145422
4241,Manipur,2022,4,imphal east,94344
4242,Manipur,2022,4,thoubal,44264
4243,Manipur,2022,4,bishnupur,42189
4244,Manipur,2022,4,churachandpur,36722
4245,Manipur,2022,4,kangpokpi,29563
4246,Manipur,2022,4,kakching,19797
4247,Manipur,2022,4,ukhrul,14415
4248,Manipur,2022,4,tamenglong,12297
4249,Manipur,2022,4,chandel,9973
4250,Manipur,2023,1,imphal west,151777
4251,Manipur,2023,1,imphal east,98499
4252,Manipur,2023,1,thoubal,46248
4253,Manipur,2023,1,bishnupur,44031
4254,Manipur,2023,1,churachandpur,38361
4255,Manipur,2023,1,kangpokpi,30917
4256,Manipur,2023,1,kakching,20700
4257,Manipur,2023,1,ukhrul,15024
4258,Manipur,2023,1,tamenglong,12843
4259,Manipur,2023,1,chandel,10406
4260,Manipur,2023,2,imphal west,157911
4261,Manipur,2023,2,imphal east,102530
4262,Manipur,2023,2,thoubal,48169
4263,Manipur,2023,2,bishnupur,46010
4264,Manipur,2023,2,churachandpur,40043
4265,Manipur,2023,2,kangpokpi,32306
4266,Manipur,2023,2,kakching,21613
4267,Manipur,2023,2,ukhrul,15758
4268,Manipur,2023,2,tamenglong,13463
4269,Manipur,2023,2,chandel,10941
4270,Manipur,2023,3,imphal west,164350
4271,Manipur,2023,3,imphal east,106699
4272,Manipur,2023,3,thoubal,50179
4273,Manipur,2023,3,bishnupur,47895
4274,Manipur,2023,3,churachandpur,41799
4275,Manipur,2023,3,kangpokpi,33690
4276,Manipur,2023,3,kakching,22516
4277,Manipur,2023,3,ukhrul,16460
4278,Manipur,2023,3,tamenglong,14077
4279,Manipur,2023,3,chandel,11414
4280,Manipur,2023,4,imphal west,171021
4281,Manipur,2023,4,imphal east,111164
4282,Manipur,2023,4,thoubal,52303
4283,Manipur,2023,4,bishnupur,49929
4284,Manipur,2023,4,churachandpur,43539
4285,Manipur,2023,4,kangpokpi,35090
4286,Manipur,2023,4,kakching,23493
4287,Manipur,2023,4,ukhrul,17147
4288,Manipur,2023,4,tamenglong,14662
4289,Manipur,2023,4,chandel,11910
4290,Manipur,2024,1,imphal west,178251
4291,Manipur,2024,1,imphal east,115869
4292,Manipur,2024,1,thoubal,54656
4293,Manipur,2024,1,bishnupur,52163
4294,Manipur,2024,1,churachandpur,45497
4295,Manipur,2024,1,kangpokpi,36739
4296,Manipur,2024,1,kakching,24577
4297,Manipur,2024,1,ukhrul,18087
4298,Manipur,2024,1,tamenglong,15465
4299,Manipur,2024,1,chandel,12511
4300,Meghalaya,2018,1,east khasi hills,9310
4301,Meghalaya,2018,1,west garo hills,3671
4302,Meghalaya,2018,1,ribhoi,1891
4303,Meghalaya,2018,1,east jaintia hills,1419
4304,Meghalaya,2018,1,west jaintia hills,736
4305,Meghalaya,2018,1,south garo hills,343
4306,Meghalaya,2018,1,south west garo hills,299
4307,Meghalaya,2018,1,west khasi hills,299
4308,Meghalaya,2018,1,north garo hills,254
4309,Meghalaya,2018,1,east garo hills,236
4310,Meghalaya,2018,2,east khasi hills,12907
4311,Meghalaya,2018,2,west garo hills,5289
4312,Meghalaya,2018,2,ribhoi,2869
4313,Meghalaya,2018,2,east jaintia hills,2051
4314,Meghalaya,2018,2,west jaintia hills,1023
4315,Meghalaya,2018,2,south garo hills,530
4316,Meghalaya,2018,2,south west garo hills,485
4317,Meghalaya,2018,2,west khasi hills,472
4318,Meghalaya,2018,2,north garo hills,445
4319,Meghalaya,2018,2,east garo hills,437
4320,Meghalaya,2018,3,east khasi hills,17543
4321,Meghalaya,2018,3,west garo hills,7529
4322,Meghalaya,2018,3,ribhoi,3889
4323,Meghalaya,2018,3,east jaintia hills,2886
4324,Meghalaya,2018,3,west jaintia hills,1465
4325,Meghalaya,2018,3,south garo hills,821
4326,Meghalaya,2018,3,south west garo hills,810
4327,Meghalaya,2018,3,north garo hills,737
4328,Meghalaya,2018,3,west khasi hills,730
4329,Meghalaya,2018,3,east garo hills,694
4330,Meghalaya,2018,4,east khasi hills,22845
4331,Meghalaya,2018,4,west garo hills,10445
4332,Meghalaya,2018,4,ribhoi,5207
4333,Meghalaya,2018,4,east jaintia hills,3735
4334,Meghalaya,2018,4,west jaintia hills,1861
4335,Meghalaya,2018,4,south west garo hills,1115
4336,Meghalaya,2018,4,north garo hills,1092
4337,Meghalaya,2018,4,east garo hills,1067
4338,Meghalaya,2018,4,south garo hills,1057
4339,Meghalaya,2018,4,west khasi hills,957
